time	delta	theta	alpha_low	alpha_high	beta_low	beta_high	gamma_low	gamma_mid
35998	246499	57071	44364	16800	14156	10159	3049	772
35998	246499	57071	44364	16800	14156	10159	3049	772
35998	246499	57071	44364	16800	14156	10159	3049	772
35998	246499	57071	44364	16800	14156	10159	3049	772
37003	1327754	578865	30015	12613	52496	15918	4113	1938
37003	1327754	578865	30015	12613	52496	15918	4113	1938
37003	1327754	578865	30015	12613	52496	15918	4113	1938
37003	1327754	578865	30015	12613	52496	15918	4113	1938
37003	1327754	578865	30015	12613	52496	15918	4113	1938
37003	1327754	578865	30015	12613	52496	15918	4113	1938
37003	1327754	578865	30015	12613	52496	15918	4113	1938
37003	1327754	578865	30015	12613	52496	15918	4113	1938
38006	155323	271507	216519	23313	47178	25977	7340	2495
38006	155323	271507	216519	23313	47178	25977	7340	2495
38006	155323	271507	216519	23313	47178	25977	7340	2495
38006	155323	271507	216519	23313	47178	25977	7340	2495
38006	155323	271507	216519	23313	47178	25977	7340	2495
38006	155323	271507	216519	23313	47178	25977	7340	2495
38006	155323	271507	216519	23313	47178	25977	7340	2495
38006	155323	271507	216519	23313	47178	25977	7340	2495
38906	189090	78091	12505	8506	20979	11314	489	270
38906	189090	78091	12505	8506	20979	11314	489	270
38906	189090	78091	12505	8506	20979	11314	489	270
38906	189090	78091	12505	8506	20979	11314	489	270
38906	189090	78091	12505	8506	20979	11314	489	270
38906	189090	78091	12505	8506	20979	11314	489	270
38906	189090	78091	12505	8506	20979	11314	489	270
38906	189090	78091	12505	8506	20979	11314	489	270
39956	220279	293999	39356	35315	31699	7252	3540	1570
39956	220279	293999	39356	35315	31699	7252	3540	1570
39956	220279	293999	39356	35315	31699	7252	3540	1570
39956	220279	293999	39356	35315	31699	7252	3540	1570
39956	220279	293999	39356	35315	31699	7252	3540	1570
39956	220279	293999	39356	35315	31699	7252	3540	1570
39956	220279	293999	39356	35315	31699	7252	3540	1570
39956	220279	293999	39356	35315	31699	7252	3540	1570
40909	476710	103463	70065	51791	12896	22220	1463	1354
40909	476710	103463	70065	51791	12896	22220	1463	1354
40909	476710	103463	70065	51791	12896	22220	1463	1354
40909	476710	103463	70065	51791	12896	22220	1463	1354
40909	476710	103463	70065	51791	12896	22220	1463	1354
40909	476710	103463	70065	51791	12896	22220	1463	1354
40909	476710	103463	70065	51791	12896	22220	1463	1354
40909	476710	103463	70065	51791	12896	22220	1463	1354
41910	73816	49876	8760	8450	2816	1983	489	214
41910	73816	49876	8760	8450	2816	1983	489	214
41910	73816	49876	8760	8450	2816	1983	489	214
41910	73816	49876	8760	8450	2816	1983	489	214
41910	73816	49876	8760	8450	2816	1983	489	214
41910	73816	49876	8760	8450	2816	1983	489	214
41910	73816	49876	8760	8450	2816	1983	489	214
41910	73816	49876	8760	8450	2816	1983	489	214
42912	678930	87910	86455	38685	20016	11002	2139	1932
42912	678930	87910	86455	38685	20016	11002	2139	1932
42912	678930	87910	86455	38685	20016	11002	2139	1932
42912	678930	87910	86455	38685	20016	11002	2139	1932
42912	678930	87910	86455	38685	20016	11002	2139	1932
42912	678930	87910	86455	38685	20016	11002	2139	1932
42912	678930	87910	86455	38685	20016	11002	2139	1932
42912	678930	87910	86455	38685	20016	11002	2139	1932
43914	46050	61307	39235	39327	11955	22230	3221	1113
43914	46050	61307	39235	39327	11955	22230	3221	1113
43914	46050	61307	39235	39327	11955	22230	3221	1113
43914	46050	61307	39235	39327	11955	22230	3221	1113
43914	46050	61307	39235	39327	11955	22230	3221	1113
43914	46050	61307	39235	39327	11955	22230	3221	1113
43914	46050	61307	39235	39327	11955	22230	3221	1113
43914	46050	61307	39235	39327	11955	22230	3221	1113
44921	231994	25465	11075	5506	3669	1208	319	282
44921	231994	25465	11075	5506	3669	1208	319	282
44921	231994	25465	11075	5506	3669	1208	319	282
44921	231994	25465	11075	5506	3669	1208	319	282
44921	231994	25465	11075	5506	3669	1208	319	282
44921	231994	25465	11075	5506	3669	1208	319	282
44921	231994	25465	11075	5506	3669	1208	319	282
44921	231994	25465	11075	5506	3669	1208	319	282
45923	1197161	107110	33954	10108	24447	17098	17160	10342
45923	1197161	107110	33954	10108	24447	17098	17160	10342
45923	1197161	107110	33954	10108	24447	17098	17160	10342
45923	1197161	107110	33954	10108	24447	17098	17160	10342
45923	1197161	107110	33954	10108	24447	17098	17160	10342
45923	1197161	107110	33954	10108	24447	17098	17160	10342
45923	1197161	107110	33954	10108	24447	17098	17160	10342
45923	1197161	107110	33954	10108	24447	17098	17160	10342
46923	254211	12610	2564	1904	1132	567	210	156
46923	254211	12610	2564	1904	1132	567	210	156
46923	254211	12610	2564	1904	1132	567	210	156
46923	254211	12610	2564	1904	1132	567	210	156
46923	254211	12610	2564	1904	1132	567	210	156
46923	254211	12610	2564	1904	1132	567	210	156
46923	254211	12610	2564	1904	1132	567	210	156
46923	254211	12610	2564	1904	1132	567	210	156
47923	37954	257352	44006	32277	17685	9550	2450	1853
47923	37954	257352	44006	32277	17685	9550	2450	1853
47923	37954	257352	44006	32277	17685	9550	2450	1853
47923	37954	257352	44006	32277	17685	9550	2450	1853
47923	37954	257352	44006	32277	17685	9550	2450	1853
47923	37954	257352	44006	32277	17685	9550	2450	1853
47923	37954	257352	44006	32277	17685	9550	2450	1853
47923	37954	257352	44006	32277	17685	9550	2450	1853
49879	169374	125765	62578	9505	31832	8780	2001	2031
49879	169374	125765	62578	9505	31832	8780	2001	2031
49879	169374	125765	62578	9505	31832	8780	2001	2031
49879	169374	125765	62578	9505	31832	8780	2001	2031
49879	169374	125765	62578	9505	31832	8780	2001	2031
49879	169374	125765	62578	9505	31832	8780	2001	2031
49879	169374	125765	62578	9505	31832	8780	2001	2031
49879	169374	125765	62578	9505	31832	8780	2001	2031
50879	111311	34400	16043	3472	4916	2628	1434	363
50879	111311	34400	16043	3472	4916	2628	1434	363
50879	111311	34400	16043	3472	4916	2628	1434	363
50879	111311	34400	16043	3472	4916	2628	1434	363
50879	111311	34400	16043	3472	4916	2628	1434	363
50879	111311	34400	16043	3472	4916	2628	1434	363
50879	111311	34400	16043	3472	4916	2628	1434	363
50879	111311	34400	16043	3472	4916	2628	1434	363
51879	233698	164552	34087	28743	31201	21129	2022	1948
51879	233698	164552	34087	28743	31201	21129	2022	1948
51879	233698	164552	34087	28743	31201	21129	2022	1948
51879	233698	164552	34087	28743	31201	21129	2022	1948
51879	233698	164552	34087	28743	31201	21129	2022	1948
51879	233698	164552	34087	28743	31201	21129	2022	1948
51879	233698	164552	34087	28743	31201	21129	2022	1948
51879	233698	164552	34087	28743	31201	21129	2022	1948
52880	46582	31468	53664	4095	13497	10161	2206	2382
52880	46582	31468	53664	4095	13497	10161	2206	2382
52880	46582	31468	53664	4095	13497	10161	2206	2382
52880	46582	31468	53664	4095	13497	10161	2206	2382
52880	46582	31468	53664	4095	13497	10161	2206	2382
52880	46582	31468	53664	4095	13497	10161	2206	2382
52880	46582	31468	53664	4095	13497	10161	2206	2382
52880	46582	31468	53664	4095	13497	10161	2206	2382
53880	62922	28545	97601	14195	21611	13794	2272	1485
53880	62922	28545	97601	14195	21611	13794	2272	1485
53880	62922	28545	97601	14195	21611	13794	2272	1485
53880	62922	28545	97601	14195	21611	13794	2272	1485
53880	62922	28545	97601	14195	21611	13794	2272	1485
53880	62922	28545	97601	14195	21611	13794	2272	1485
53880	62922	28545	97601	14195	21611	13794	2272	1485
53880	62922	28545	97601	14195	21611	13794	2272	1485
54881	111864	20199	4527	16562	3577	4038	1636	937
54881	111864	20199	4527	16562	3577	4038	1636	937
54881	111864	20199	4527	16562	3577	4038	1636	937
54881	111864	20199	4527	16562	3577	4038	1636	937
54881	111864	20199	4527	16562	3577	4038	1636	937
54881	111864	20199	4527	16562	3577	4038	1636	937
54881	111864	20199	4527	16562	3577	4038	1636	937
54881	111864	20199	4527	16562	3577	4038	1636	937
55882	15270	49298	123304	9840	18832	6140	2421	787
55882	15270	49298	123304	9840	18832	6140	2421	787
55882	15270	49298	123304	9840	18832	6140	2421	787
55882	15270	49298	123304	9840	18832	6140	2421	787
55882	15270	49298	123304	9840	18832	6140	2421	787
55882	15270	49298	123304	9840	18832	6140	2421	787
55882	15270	49298	123304	9840	18832	6140	2421	787
55882	15270	49298	123304	9840	18832	6140	2421	787
56882	21016	61359	48770	18064	7842	10604	1813	2309
56882	21016	61359	48770	18064	7842	10604	1813	2309
56882	21016	61359	48770	18064	7842	10604	1813	2309
56882	21016	61359	48770	18064	7842	10604	1813	2309
56882	21016	61359	48770	18064	7842	10604	1813	2309
56882	21016	61359	48770	18064	7842	10604	1813	2309
56882	21016	61359	48770	18064	7842	10604	1813	2309
56882	21016	61359	48770	18064	7842	10604	1813	2309
57785	61248	84762	23063	18697	18939	4354	2122	2067
57785	61248	84762	23063	18697	18939	4354	2122	2067
57785	61248	84762	23063	18697	18939	4354	2122	2067
57785	61248	84762	23063	18697	18939	4354	2122	2067
57785	61248	84762	23063	18697	18939	4354	2122	2067
57785	61248	84762	23063	18697	18939	4354	2122	2067
57785	61248	84762	23063	18697	18939	4354	2122	2067
57785	61248	84762	23063	18697	18939	4354	2122	2067
58886	43256	7576	12965	23266	18706	11187	2423	708
58886	43256	7576	12965	23266	18706	11187	2423	708
58886	43256	7576	12965	23266	18706	11187	2423	708
58886	43256	7576	12965	23266	18706	11187	2423	708
58886	43256	7576	12965	23266	18706	11187	2423	708
58886	43256	7576	12965	23266	18706	11187	2423	708
58886	43256	7576	12965	23266	18706	11187	2423	708
58886	43256	7576	12965	23266	18706	11187	2423	708
59819	72082	69961	17389	4299	17356	14526	2569	885
59819	72082	69961	17389	4299	17356	14526	2569	885
59819	72082	69961	17389	4299	17356	14526	2569	885
59819	72082	69961	17389	4299	17356	14526	2569	885
59819	72082	69961	17389	4299	17356	14526	2569	885
59819	72082	69961	17389	4299	17356	14526	2569	885
59819	72082	69961	17389	4299	17356	14526	2569	885
59819	72082	69961	17389	4299	17356	14526	2569	885
60820	389083	75433	17318	13118	18318	17527	3260	1395
60820	389083	75433	17318	13118	18318	17527	3260	1395
60820	389083	75433	17318	13118	18318	17527	3260	1395
60820	389083	75433	17318	13118	18318	17527	3260	1395
60820	389083	75433	17318	13118	18318	17527	3260	1395
60820	389083	75433	17318	13118	18318	17527	3260	1395
60820	389083	75433	17318	13118	18318	17527	3260	1395
60820	389083	75433	17318	13118	18318	17527	3260	1395
61820	32459	172281	24163	38264	6797	11172	1997	1609
61820	32459	172281	24163	38264	6797	11172	1997	1609
61820	32459	172281	24163	38264	6797	11172	1997	1609
61820	32459	172281	24163	38264	6797	11172	1997	1609
61820	32459	172281	24163	38264	6797	11172	1997	1609
61820	32459	172281	24163	38264	6797	11172	1997	1609
61820	32459	172281	24163	38264	6797	11172	1997	1609
61820	32459	172281	24163	38264	6797	11172	1997	1609
62793	84777	84163	25358	29973	31545	6283	1823	2565
62793	84777	84163	25358	29973	31545	6283	1823	2565
62793	84777	84163	25358	29973	31545	6283	1823	2565
62793	84777	84163	25358	29973	31545	6283	1823	2565
62793	84777	84163	25358	29973	31545	6283	1823	2565
62793	84777	84163	25358	29973	31545	6283	1823	2565
62793	84777	84163	25358	29973	31545	6283	1823	2565
62793	84777	84163	25358	29973	31545	6283	1823	2565
63851	214017	201476	28924	16460	18806	12260	2991	1765
63851	214017	201476	28924	16460	18806	12260	2991	1765
63851	214017	201476	28924	16460	18806	12260	2991	1765
63851	214017	201476	28924	16460	18806	12260	2991	1765
63851	214017	201476	28924	16460	18806	12260	2991	1765
63851	214017	201476	28924	16460	18806	12260	2991	1765
63851	214017	201476	28924	16460	18806	12260	2991	1765
63851	214017	201476	28924	16460	18806	12260	2991	1765
64768	83870	118370	38581	12538	14982	15446	5725	2692
64768	83870	118370	38581	12538	14982	15446	5725	2692
64768	83870	118370	38581	12538	14982	15446	5725	2692
64768	83870	118370	38581	12538	14982	15446	5725	2692
64768	83870	118370	38581	12538	14982	15446	5725	2692
64768	83870	118370	38581	12538	14982	15446	5725	2692
64768	83870	118370	38581	12538	14982	15446	5725	2692
64768	83870	118370	38581	12538	14982	15446	5725	2692
65774	24700	54439	38225	17918	4291	8537	4140	1914
65774	24700	54439	38225	17918	4291	8537	4140	1914
65774	24700	54439	38225	17918	4291	8537	4140	1914
65774	24700	54439	38225	17918	4291	8537	4140	1914
65774	24700	54439	38225	17918	4291	8537	4140	1914
65774	24700	54439	38225	17918	4291	8537	4140	1914
65774	24700	54439	38225	17918	4291	8537	4140	1914
65774	24700	54439	38225	17918	4291	8537	4140	1914
66776	99376	55827	17782	20595	18050	17977	4627	1471
66776	99376	55827	17782	20595	18050	17977	4627	1471
66776	99376	55827	17782	20595	18050	17977	4627	1471
66776	99376	55827	17782	20595	18050	17977	4627	1471
66776	99376	55827	17782	20595	18050	17977	4627	1471
66776	99376	55827	17782	20595	18050	17977	4627	1471
66776	99376	55827	17782	20595	18050	17977	4627	1471
66776	99376	55827	17782	20595	18050	17977	4627	1471
67727	30176	60141	98173	8067	27931	14164	1331	1058
67727	30176	60141	98173	8067	27931	14164	1331	1058
67727	30176	60141	98173	8067	27931	14164	1331	1058
67727	30176	60141	98173	8067	27931	14164	1331	1058
67727	30176	60141	98173	8067	27931	14164	1331	1058
67727	30176	60141	98173	8067	27931	14164	1331	1058
67727	30176	60141	98173	8067	27931	14164	1331	1058
67727	30176	60141	98173	8067	27931	14164	1331	1058
68738	55558	39592	14706	22471	18265	9344	4073	1405
68738	55558	39592	14706	22471	18265	9344	4073	1405
68739	55558	39592	14706	22471	18265	9344	4073	1405
68739	55558	39592	14706	22471	18265	9344	4073	1405
68739	55558	39592	14706	22471	18265	9344	4073	1405
68739	55558	39592	14706	22471	18265	9344	4073	1405
68739	55558	39592	14706	22471	18265	9344	4073	1405
68739	55558	39592	14706	22471	18265	9344	4073	1405
69741	131419	27223	39665	3518	7923	4615	2344	717
69741	131419	27223	39665	3518	7923	4615	2344	717
69741	131419	27223	39665	3518	7923	4615	2344	717
69741	131419	27223	39665	3518	7923	4615	2344	717
69741	131419	27223	39665	3518	7923	4615	2344	717
69741	131419	27223	39665	3518	7923	4615	2344	717
69741	131419	27223	39665	3518	7923	4615	2344	717
69741	131419	27223	39665	3518	7923	4615	2344	717
70748	7887	6147	25139	3833	2831	1637	560	385
70748	7887	6147	25139	3833	2831	1637	560	385
70748	7887	6147	25139	3833	2831	1637	560	385
70748	7887	6147	25139	3833	2831	1637	560	385
70748	7887	6147	25139	3833	2831	1637	560	385
70748	7887	6147	25139	3833	2831	1637	560	385
70748	7887	6147	25139	3833	2831	1637	560	385
70748	7887	6147	25139	3833	2831	1637	560	385
71796	16213	51613	7411	10291	25103	11733	4843	1365
71796	16213	51613	7411	10291	25103	11733	4843	1365
71796	16213	51613	7411	10291	25103	11733	4843	1365
71796	16213	51613	7411	10291	25103	11733	4843	1365
71796	16213	51613	7411	10291	25103	11733	4843	1365
71796	16213	51613	7411	10291	25103	11733	4843	1365
71796	16213	51613	7411	10291	25103	11733	4843	1365
71796	16213	51613	7411	10291	25103	11733	4843	1365
72823	24840	29557	19906	3786	3911	927	693	1512
72823	24840	29557	19906	3786	3911	927	693	1512
72823	24840	29557	19906	3786	3911	927	693	1512
72823	24840	29557	19906	3786	3911	927	693	1512
72823	24840	29557	19906	3786	3911	927	693	1512
72823	24840	29557	19906	3786	3911	927	693	1512
72823	24840	29557	19906	3786	3911	927	693	1512
72823	24840	29557	19906	3786	3911	927	693	1512
73726	1415011	144161	55287	20962	8923	6264	10093	2938
73726	1415011	144161	55287	20962	8923	6264	10093	2938
73726	1415011	144161	55287	20962	8923	6264	10093	2938
73726	1415011	144161	55287	20962	8923	6264	10093	2938
73726	1415011	144161	55287	20962	8923	6264	10093	2938
73726	1415011	144161	55287	20962	8923	6264	10093	2938
73726	1415011	144161	55287	20962	8923	6264	10093	2938
73726	1415011	144161	55287	20962	8923	6264	10093	2938
74688	373530	86849	29679	38240	31174	12117	4689	1558
74688	373530	86849	29679	38240	31174	12117	4689	1558
74688	373530	86849	29679	38240	31174	12117	4689	1558
74688	373530	86849	29679	38240	31174	12117	4689	1558
74688	373530	86849	29679	38240	31174	12117	4689	1558
74688	373530	86849	29679	38240	31174	12117	4689	1558
74688	373530	86849	29679	38240	31174	12117	4689	1558
74688	373530	86849	29679	38240	31174	12117	4689	1558
75701	31134	41252	1919	23785	7823	4116	3002	3619
75701	31134	41252	1919	23785	7823	4116	3002	3619
75701	31134	41252	1919	23785	7823	4116	3002	3619
75701	31134	41252	1919	23785	7823	4116	3002	3619
75701	31134	41252	1919	23785	7823	4116	3002	3619
75701	31134	41252	1919	23785	7823	4116	3002	3619
75701	31134	41252	1919	23785	7823	4116	3002	3619
75701	31134	41252	1919	23785	7823	4116	3002	3619
76704	17799	4509	11385	24013	54746	16030	1663	1518
76704	17799	4509	11385	24013	54746	16030	1663	1518
76704	17799	4509	11385	24013	54746	16030	1663	1518
76704	17799	4509	11385	24013	54746	16030	1663	1518
76704	17799	4509	11385	24013	54746	16030	1663	1518
76704	17799	4509	11385	24013	54746	16030	1663	1518
76704	17799	4509	11385	24013	54746	16030	1663	1518
76704	17799	4509	11385	24013	54746	16030	1663	1518
77706	137559	14208	24410	4707	5737	3455	542	446
77706	137559	14208	24410	4707	5737	3455	542	446
77706	137559	14208	24410	4707	5737	3455	542	446
77706	137559	14208	24410	4707	5737	3455	542	446
77706	137559	14208	24410	4707	5737	3455	542	446
77706	137559	14208	24410	4707	5737	3455	542	446
77706	137559	14208	24410	4707	5737	3455	542	446
77706	137559	14208	24410	4707	5737	3455	542	446
78706	66851	108757	19724	20782	5426	7192	2273	956
78706	66851	108757	19724	20782	5426	7192	2273	956
78706	66851	108757	19724	20782	5426	7192	2273	956
78706	66851	108757	19724	20782	5426	7192	2273	956
78706	66851	108757	19724	20782	5426	7192	2273	956
78706	66851	108757	19724	20782	5426	7192	2273	956
78706	66851	108757	19724	20782	5426	7192	2273	956
78706	66851	108757	19724	20782	5426	7192	2273	956
79706	56047	30144	21221	31724	21881	5995	2746	4139
79706	56047	30144	21221	31724	21881	5995	2746	4139
79706	56047	30144	21221	31724	21881	5995	2746	4139
79706	56047	30144	21221	31724	21881	5995	2746	4139
79706	56047	30144	21221	31724	21881	5995	2746	4139
79706	56047	30144	21221	31724	21881	5995	2746	4139
79706	56047	30144	21221	31724	21881	5995	2746	4139
79706	56047	30144	21221	31724	21881	5995	2746	4139
80722	81886	76339	14708	9619	11049	6096	2213	1895
80722	81886	76339	14708	9619	11049	6096	2213	1895
80722	81886	76339	14708	9619	11049	6096	2213	1895
80722	81886	76339	14708	9619	11049	6096	2213	1895
80722	81886	76339	14708	9619	11049	6096	2213	1895
80722	81886	76339	14708	9619	11049	6096	2213	1895
80722	81886	76339	14708	9619	11049	6096	2213	1895
80722	81886	76339	14708	9619	11049	6096	2213	1895
81727	32988	28722	6594	18065	8735	10697	2182	1573
81727	32988	28722	6594	18065	8735	10697	2182	1573
81727	32988	28722	6594	18065	8735	10697	2182	1573
81727	32988	28722	6594	18065	8735	10697	2182	1573
81727	32988	28722	6594	18065	8735	10697	2182	1573
81727	32988	28722	6594	18065	8735	10697	2182	1573
81727	32988	28722	6594	18065	8735	10697	2182	1573
81727	32988	28722	6594	18065	8735	10697	2182	1573
82635	86603	32677	33018	4903	16045	5140	1433	705
82635	86603	32677	33018	4903	16045	5140	1433	705
82635	86603	32677	33018	4903	16045	5140	1433	705
82635	86603	32677	33018	4903	16045	5140	1433	705
82635	86603	32677	33018	4903	16045	5140	1433	705
82635	86603	32677	33018	4903	16045	5140	1433	705
82635	86603	32677	33018	4903	16045	5140	1433	705
82635	86603	32677	33018	4903	16045	5140	1433	705
83635	21412	35700	53148	9481	15466	6352	2482	2149
83635	21412	35700	53148	9481	15466	6352	2482	2149
83635	21412	35700	53148	9481	15466	6352	2482	2149
83635	21412	35700	53148	9481	15466	6352	2482	2149
83635	21412	35700	53148	9481	15466	6352	2482	2149
83635	21412	35700	53148	9481	15466	6352	2482	2149
83635	21412	35700	53148	9481	15466	6352	2482	2149
83635	21412	35700	53148	9481	15466	6352	2482	2149
84727	100120	25128	18808	12486	1777	1919	383	721
84727	100120	25128	18808	12486	1777	1919	383	721
84727	100120	25128	18808	12486	1777	1919	383	721
84727	100120	25128	18808	12486	1777	1919	383	721
84727	100120	25128	18808	12486	1777	1919	383	721
84727	100120	25128	18808	12486	1777	1919	383	721
84727	100120	25128	18808	12486	1777	1919	383	721
84727	100120	25128	18808	12486	1777	1919	383	721
85628	9980	49069	13401	18158	13799	12148	1389	2092
85628	9980	49069	13401	18158	13799	12148	1389	2092
85628	9980	49069	13401	18158	13799	12148	1389	2092
85628	9980	49069	13401	18158	13799	12148	1389	2092
85628	9980	49069	13401	18158	13799	12148	1389	2092
85628	9980	49069	13401	18158	13799	12148	1389	2092
85628	9980	49069	13401	18158	13799	12148	1389	2092
85628	9980	49069	13401	18158	13799	12148	1389	2092
86629	6670	26945	13623	7891	2945	11949	1213	2867
86629	6670	26945	13623	7891	2945	11949	1213	2867
86629	6670	26945	13623	7891	2945	11949	1213	2867
86629	6670	26945	13623	7891	2945	11949	1213	2867
86629	6670	26945	13623	7891	2945	11949	1213	2867
86629	6670	26945	13623	7891	2945	11949	1213	2867
86629	6670	26945	13623	7891	2945	11949	1213	2867
86629	6670	26945	13623	7891	2945	11949	1213	2867
87652	18446	78329	9196	27778	12136	8741	6511	1204
87652	18446	78329	9196	27778	12136	8741	6511	1204
87652	18446	78329	9196	27778	12136	8741	6511	1204
87652	18446	78329	9196	27778	12136	8741	6511	1204
87652	18446	78329	9196	27778	12136	8741	6511	1204
87652	18446	78329	9196	27778	12136	8741	6511	1204
87652	18446	78329	9196	27778	12136	8741	6511	1204
87652	18446	78329	9196	27778	12136	8741	6511	1204
88653	37544	111519	39014	29725	23617	8658	3064	3588
88653	37544	111519	39014	29725	23617	8658	3064	3588
88653	37544	111519	39014	29725	23617	8658	3064	3588
88653	37544	111519	39014	29725	23617	8658	3064	3588
88653	37544	111519	39014	29725	23617	8658	3064	3588
88653	37544	111519	39014	29725	23617	8658	3064	3588
88653	37544	111519	39014	29725	23617	8658	3064	3588
88653	37544	111519	39014	29725	23617	8658	3064	3588
89660	145626	170446	9908	18125	10675	19138	1449	1977
89660	145626	170446	9908	18125	10675	19138	1449	1977
89660	145626	170446	9908	18125	10675	19138	1449	1977
89660	145626	170446	9908	18125	10675	19138	1449	1977
89660	145626	170446	9908	18125	10675	19138	1449	1977
89660	145626	170446	9908	18125	10675	19138	1449	1977
89660	145626	170446	9908	18125	10675	19138	1449	1977
89660	145626	170446	9908	18125	10675	19138	1449	1977
90674	8523	102963	24564	29703	8778	5965	2572	1839
90674	8523	102963	24564	29703	8778	5965	2572	1839
90674	8523	102963	24564	29703	8778	5965	2572	1839
90674	8523	102963	24564	29703	8778	5965	2572	1839
90674	8523	102963	24564	29703	8778	5965	2572	1839
90674	8523	102963	24564	29703	8778	5965	2572	1839
90674	8523	102963	24564	29703	8778	5965	2572	1839
90674	8523	102963	24564	29703	8778	5965	2572	1839
91576	786746	65463	23685	25950	24186	10088	8296	3417
91576	786746	65463	23685	25950	24186	10088	8296	3417
91576	786746	65463	23685	25950	24186	10088	8296	3417
91576	786746	65463	23685	25950	24186	10088	8296	3417
91576	786746	65463	23685	25950	24186	10088	8296	3417
91576	786746	65463	23685	25950	24186	10088	8296	3417
91576	786746	65463	23685	25950	24186	10088	8296	3417
91576	786746	65463	23685	25950	24186	10088	8296	3417
92577	28618	71149	39075	4010	24099	9140	4624	3468
92577	28618	71149	39075	4010	24099	9140	4624	3468
92577	28618	71149	39075	4010	24099	9140	4624	3468
92577	28618	71149	39075	4010	24099	9140	4624	3468
92577	28618	71149	39075	4010	24099	9140	4624	3468
92577	28618	71149	39075	4010	24099	9140	4624	3468
92577	28618	71149	39075	4010	24099	9140	4624	3468
92577	28618	71149	39075	4010	24099	9140	4624	3468
93588	49898	81311	28491	26584	13841	25390	3653	2392
93588	49898	81311	28491	26584	13841	25390	3653	2392
93588	49898	81311	28491	26584	13841	25390	3653	2392
93588	49898	81311	28491	26584	13841	25390	3653	2392
93588	49898	81311	28491	26584	13841	25390	3653	2392
93588	49898	81311	28491	26584	13841	25390	3653	2392
93588	49898	81311	28491	26584	13841	25390	3653	2392
93588	49898	81311	28491	26584	13841	25390	3653	2392
94592	37063	100399	25978	12991	14639	11138	2450	1478
94592	37063	100399	25978	12991	14639	11138	2450	1478
94592	37063	100399	25978	12991	14639	11138	2450	1478
94592	37063	100399	25978	12991	14639	11138	2450	1478
94592	37063	100399	25978	12991	14639	11138	2450	1478
94592	37063	100399	25978	12991	14639	11138	2450	1478
94592	37063	100399	25978	12991	14639	11138	2450	1478
94592	37063	100399	25978	12991	14639	11138	2450	1478
95594	49005	100374	11764	10898	12904	6003	3881	900
95594	49005	100374	11764	10898	12904	6003	3881	900
95594	49005	100374	11764	10898	12904	6003	3881	900
95594	49005	100374	11764	10898	12904	6003	3881	900
95594	49005	100374	11764	10898	12904	6003	3881	900
95594	49005	100374	11764	10898	12904	6003	3881	900
95594	49005	100374	11764	10898	12904	6003	3881	900
95594	49005	100374	11764	10898	12904	6003	3881	900
96553	29868	28774	51070	16825	16460	7663	1776	2819
96553	29868	28774	51070	16825	16460	7663	1776	2819
96553	29868	28774	51070	16825	16460	7663	1776	2819
96553	29868	28774	51070	16825	16460	7663	1776	2819
96553	29868	28774	51070	16825	16460	7663	1776	2819
96553	29868	28774	51070	16825	16460	7663	1776	2819
96553	29868	28774	51070	16825	16460	7663	1776	2819
96553	29868	28774	51070	16825	16460	7663	1776	2819
97559	23251	89422	4391	16318	15919	7145	5765	1517
97559	23251	89422	4391	16318	15919	7145	5765	1517
